id,imię,nazwisko,płeć,PESEL,miasto,adres,karta_lojalnościowa,telefon,email
1356,Ewa,Brożek,K,73082713791,Kędzierzyn-Koźle,ul. Srebrna 42/39,False,48131552507,obc63dz@vp.pl
1357,Paulina,Budziach,K,84041649372,Koszalin,ul. Tulipanowa 12/49,False,48210554627,budpa84@vp.pl
1358,Yevhenii,Kowalski,M,87041264154,Środa Śląska,ul. Jeziorna 75/33,False,48797964605,kowalski0@wp.pl
1359,Anna,Janczak,K,07252443438,Wrocław,ul. Edmunda Biernackiego 75/50,False,48584031949,a-ja3854@interia.pl
1360,Artur,Błasik,M,04251100616,Warszawa,ul. Prof. Jerzego Wernera 28/4,False,48780938815,artbl04@gmail.com
1361,Piotr,Ponikowski,M,89051555936,Ruda Śląska,ul. Niezapominajek 30/12,False,48477052092,poniko.piotr1989@wp.pl
1362,Władysław,Cimek,M,90030625557,Wrocław,Rynek 1/44,False,48774633656,cimewlad1990@wp.pl
1363,Karol,Stormowski,M,75022185417,Wrocław,ul. Pijarska 61,False,48950800572,k-stormowski@onet.pl
1364,Mirosława,Schmidt,K,84011738099,Czarna Białostocka,ul. Przełajowa 67/17,False,48524598671,e7c3oqcc47@opayq.com
1365,Bogumiła,Wieczorek,K,10240957493,Wrocław,ul. Mikołaja Kopernika 55/11,False,48248007397,b_wi2010@vp.pl
1366,Andrzej,Cienkus,M,74052950897,Wrocław,ul. Radosna 78/30,False,48664659212,andcienk@wp.pl
1367,Alina,Ponicka,K,80052539633,Wrocław,ul. Tulipanowa 40/19,False,48246072350,axv3l7645b@interia.pl
1368,Błażej,Malinowski,M,08222404431,Tarnobrzeg,ul. Marzeń 54,False,48786145146,b_malinowski08@onet.pl
1369,Anna,Troszczyłów,K,70050290276,Wrocław,ul. Koszarowa 46,False,48760942577,anntrosz1970@vp.pl
1370,Dominik,Wilkowski,M,06262090672,Włocławek,ul. Jaśminowa 54/38,False,48191492333,d_w2006@wp.pl
1371,Marcin,Wyrobek,M,73020689537,Węgorzyno,ul. Leśna 43/39,False,48286684379,wyrobek19739@gmail.com
1372,Justyna,Tarnarzewska,K,01262803495,Wrocław,ul. Kiki 75/16,False,48057455661,x0ha4414v2j@opayq.com
1373,Jakub,Czekała,M,10271818091,Wrocław,ul. Kolejowa 64/6,False,48294772798,jak-cz2010@onet.pl
1374,Patrycja,Przysiadła,K,83092244918,Wrocław,ul. Sokoła 19/12,False,48154682541,sn593cp89fzpi@gmail.com
1375,Yana,Wartalska,K,71031250216,Wrocław,ul. Robotnicza 56/16,False,48480433299,yetp183hq22c5@opayq.com
1376,Andrii,Bieniek,M,09231020076,Nowa Ruda,ul. Bratkowa 48,False,48539500691,bieniek7@onet.pl
1377,Renata,Hryb,K,85021370574,Toruń,ul. Ignacego Jana Paderewskiego 52/25,False,48602778478,hryb5@wp.pl
1378,Eryk,Gudelewski,M,73032957192,Wrocław,ul. Oliwkowa 9/17,False,48878917624,e.gudelewski3668@wp.pl
1379,Piotr,Król,M,74082437810,Inowrocław,ul. Leśna 51/19,False,48484890204,piokro@o2.pl
1380,Mieszko,Nazar,M,88061223914,Poznań,ul. Bohaterów Getta Warszawskiego 96/9,False,48347770053,na-mies@wp.pl
1381,Alicja,Zaleska,K,92120787932,Zabrze,ul. Jana Spychalskiego 17,False,48922337440,vf2meer460gi@opayq.com
1382,Bartłomiej,Mirys,M,02252315132,Wrocław,ul. Krokusów 95/23,False,48773678821,mirys32017@gmail.com
1383,Arkadiusz,Kołtun,M,03222216895,Wrocław,pl. Władysława Broniewskiego 45/47,False,48702894966,arkkol7@wp.pl
1384,Tadeusz,Simon,M,08212887558,Wrocław,pl. Katyński 39/1,False,48385151859,t_sim2008@o2.pl
1385,Katarzyna,Mencel,K,,Lądek-Zdrój,ul. Brzozowa 73,False,48628944844,mencek1990@wp.pl
1386,Bogusław,Lapin,M,03290828297,Warszawa,ul. Kasztanowa 42,False,48199034640,bog_lapi03@gmail.com
1387,Kajetan,Jopich,M,86092391338,Cieszyn,ul. Ogrodowa 5/1,False,48751742427,kaj-jopic3276@wp.pl
1388,Monika,Glanc,K,05222762055,Wrocław,ul. Żeromskiego 98/1,False,48239390895,mon.glan2005@o2.pl
1389,Wanda,Głowacz,K,80061363993,Kalisz,ul. Budowlanych 48,False,48668251007,rl90976m81z24b@outlook.com
1390,Beata,Stolecka,K,10291849253,Wrocław,ul. Wojskiego 8,False,48928601800,l7sqw@opayq.com
1391,Yana,Koza,K,82102716234,Wrocław,ul. Jarzębinowa 42/35,False,48089614968,y_koza6617@vp.pl
1392,Justyna,Janik,K,87082654374,Wrocław,ul. Porzeczkowa 25/30,False,48863891273,janik19872@interia.pl
1393,Monika,Husakova,K,87090724597,Szczecin,ul. Letniskowa 69/30,False,48131620193,m_hu@interia.pl
1394,Wojciech,Kuna,M,72040714618,Wrocław,ul. Żytnia 84/10,False,48462599372,w.kuna1972@o2.pl
1395,Kateryna,Kot,K,,Zielona Góra,pl. Marii Skłodowskiej-Curie 89/30,False,48288550118,kat.ko@gmail.com
1396,Andrii,Mądzik,M,80032445893,Wrocław,ul. Skośna 3/32,False,48081666968,and-madz80@gmail.com
1397,Igor,Damięcki,M,79072786079,Wrocław,ul. Baśniowa 78/26,False,48159085186,i-damieck1979@wp.pl
1398,Elżbieta,Zdunkowska,K,71040292052,Łódź,ul. Sportowa 72/1,False,48916452630,zdunel@wp.pl
1399,Magdalena,Pałka,K,95020370499,Legnica,ul. Kolejowa 6,False,48079006784,mpalk@wp.pl
1400,Seweryn,Pogorzelec,M,02322377972,Koszalin,ul. Werbeny 70,False,48874161261,p_sew6136@gmail.com
1401,Sylwia,Kinkel,K,06242388638,Wrocław,ul. Blisko Natury 58/35,False,48315066720,iiilr118r0e81ei@opayq.com
1402,Marek,Pesotskyi,M,05300877770,Kościerzyna,ul. Grunwaldzka 6/17,False,48743352389,t3r31sqf82sc8@wp.pl
1403,Danuta,Półchłopek,K,10251297816,Wrocław,ul. Gwarków 64/36,False,48809500362,nbhh23vsac@opayq.com
1404,Paulina,Węglarz,K,97042646439,Ośno Lubuskie,ul. Henryka Sienkiewicza 59,False,48776279465,gqw63q105td2m65f4@gmail.com
1405,Anna,Mkrtchyan,K,90083039639,Wrocław,ul. Brzozowa 98/26,False,7151978091088,sgh8nbr5l@wp.pl
1406,Maciej,Savchuk,M,92020446171,Wrocław,ul. Mjr Zbigniewa Gorzeńskiego 13,False,48605145865,savchuk19922@wp.pl
1407,Katarzyna,Parkhomenko,K,76082315178,Wrocław,ul. Sadowa 32/16,False,48095007646,vktgx7wipa04@o2.pl
1408,Władysław,Adamczyk,M,,Wrocław,ul. Poznańska 84,False,48577725972,adamczyk6@onet.pl
1409,Grzegorz,Pierścieniewski,M,77040532552,Wrocław,pl. Tysiąclecia 36,False,48636228949,grzpie1977@gmail.com
1410,Krystyna,Kukhar,K,,Wrocław,ul. Żubrów Murckowskich 80/42,False,48480715716,k.k89@interia.pl
1411,Diana,Śliwińska,K,72122202259,Wrocław,ul. Zbożowa 94,False,48799846378,d.sliwinsk@gmail.com
1412,Laura,Rychlińska,K,81120202291,Wrocław,ul. Jaskółcza 66/19,False,48387809578,fuo84jlm1c73y@opayq.com
1413,Vitalina,Mielcarz,K,90121663831,Wrocław,ul. Spacerowa 44,False,48572706508,v-mielcarz@gmail.com
1414,Paweł,Bielski,M,77050670093,Lublin,ul. Królewska 55/17,False,48107265732,t225elnqr25htk4@opayq.com
1415,Jacek,Pakowski,M,08262604019,Wrocław,ul. Różana 94,False,48734753663,j.pakowsk@int.pl
1416,Ryszard,Biletskyi,M,05311394099,Wrocław,ul. Kwiatowa 93/8,False,48453712460,r_biletskyi2005@wp.pl
1417,Ewa,Marszałek,K,97020691033,Chojnice,ul. Drzonków-Regentowa 91/24,False,48473633535,ewamarsz@wp.pl
1418,Krystyna,Marciniak,K,99110220138,Tyczyn,ul. Pogodna 13,False,48571364675,k_marciniak@interia.pl
1419,Helena,Walczak,K,02222274856,Wrocław,ul. Kwiatowa 26/35,False,48307084239,hwalcza2002@onet.pl
1420,Jacek,Jakubek,M,,Zbąszynek,ul. Tamka 31,False,48249436120,j_jakubek@onet.pl
1421,Ewa,Mazur,K,93110468031,Wrocław,ul. Wojska Polskiego 79,False,48511327349,ewama1993@gmail.com
1422,Katarzyna,Smoleń,K,05302279211,Katowice,ul. Osiedle Gruszkowe 70/37,False,48490650820,smolen20051@onet.pl
1423,Witold,Ksiądz,M,96092264532,Wrocław,ul. Jodłowa 93/1,False,48682609959,t2tk97v8627l@opayq.com
1424,Salomea,Olszewska,K,86042015295,Wrocław,ul. Konwaliowa 24/14,False,48998147630,sal.olszews1986@gmail.com
1425,Małgorzata,Szczuchniak,K,01322427359,Wrocław,ul. Industrialna 6/37,False,48332086255,m_szczuchniak2001@o2.pl
1426,Izabela,Szmelter,K,83070329532,Szczecin,ul. Księdza Kanonika Marka Żmudy 32/42,False,48645566254,iszmelt@gmail.com
1427,Ewelina,Habas,K,82011497350,Wrocław,ul. Dębowa 96/25,False,48357946353,c5lx5y9pt3sd2x5@opayq.com
1428,Zofia,Kosiorska,K,05243055538,Ełk,ul. Podkokocie 57/29,False,48155719460,z-kosiorska2005@onet.pl
1429,Wojciech,Rzepa,M,96082692215,Zielona Góra,ul. Szeroka 39/15,False,48746014902,woj_r1996@onet.pl
1430,Stanisława,Hajduga,K,86010936218,Wrocław,ul. Hanny i Kazimierza Wejchertów 62,False,48749408330,s.hajdu86@gmail.com
1431,Kacper,Trần,M,78092192835,Wrocław,ul. Okopowa 24/7,False,48008823292,tra-kac78@wp.pl
1432,Grzegorz,Rosek,M,,Wrocław,ul. Gontyna 52/30,False,48583800723,h9tqn9@opayq.com
1433,Marcin,Słota,M,93062950479,Bydgoszcz,ul. Filipinek 4,False,48426448730,zf2842yi34635@interia.pl
1434,Aleksandra,Gościniak,K,,Wrocław,ul. Spokojna 13/42,False,48603338382,agosciniak@onet.pl
1435,Selita,Grzanka,K,72022288812,Zduńska Wola,ul. Topolowa 35,False,48838627570,w7652br4mun@gmail.com
1436,Dorota,Kawula,K,,Wrocław,ul. Kątecka 63/22,False,48793523145,kawuldoro@wp.pl
1437,Anna,Sęga,K,97061881730,Wrocław,ul. Szkolna 16,False,48036433794,sega@onet.pl
1438,Krzysztof,Czyżewski,M,03270733494,Olsztyn,ul. Łąkowa 43/46,False,48649958846,czyzewski20037@gazeta.pl
1439,Czesław,Kosinow,M,89110919110,Jawor,ul. Orlika 32/18,False,48457138544,c.kosino@gmail.com
1440,Maciej,Bayram,M,,Wrocław,ul. Krzyżowa 26/50,False,48898127364,m.bayram2000@interia.pl
1441,Antoni,Fasula,M,92061542092,Gorzów Wielkopolski,ul. Poprzeczna 21/7,False,48359170078,fasula926@o2.pl
1442,Svitlana,Hanuszkiewicz,K,98012164555,Wrocław,ul. Makowa 32/38,False,48639187838,hanuszkiewicz19989@wp.pl
1443,Janina,Krawczyk,K,07220761050,Pabianice,ul. Kwiatowa 36/40,False,48960481956,b772927h3me51k@gmail.com
1444,Aleksandra,Filipchenko,K,99091200334,Olsztyn,Aleja Brzozowa 31/30,False,48706296385,v24d11jad00a2su0@opayq.com
1445,Bożena,Butskina,K,81030132659,Kędzierzyn-Koźle,ul. Brzozowa 15/40,False,48010095625,butsk_bozena81@wp.pl
1446,Jakub,Wojtusik,M,06280820695,Wrocław,ul. Daliowa 51,False,48855604947,wojtusik8@wp.pl
1447,Jakub,Bortnowski,M,88110862039,Wrocław,ul. Nadrzeczna 63,False,48934114905,gtsqnvq9jt50@opayq.com
1448,Maciej,Machowski,M,84031868790,Lublin,ul. Fiołkowa 16,False,48294881178,machowski55110@onet.pl
1449,Wiesława,Mulawa,K,10262338977,Wrocław,ul. Gajowa 91,False,48870601148,w-mulawa10@protonmail.com
1450,Ewa,Wojdakowska,K,95021122514,Wrocław,ul. Kościelna 59/34,False,48830927163,ewa_wojdakow1995@outlook.com
1451,Wojciech,Michałowski,M,04271178754,Dębica,ul. Józefa Ignacego Kraszewskiego 94/28,False,48619841737,w-m7270@wp.pl
1452,Julia,Szałkowska,K,82010362039,Wrocław,ul. Zimowa 51/16,False,48166433613,jszalkow@wp.pl
1453,Aleksandra,Guzik,K,90081356017,Wrocław,ul. Lawendowa 28/51,False,48839118775,aleguzi27@gmail.com
1454,Igor,Nowak,M,80052066115,Leszno,ul. Łąkowa 34/29,False,48115228601,nowak6@gmail.com
1455,Krzysztof,Nowak,M,07221975012,Wrocław,ul. Ogrodowa 73/25,False,48165967175,krz.no@wp.pl
1456,Szymon,Jakubiec,M,72051408618,Wrocław,ul. Fabryczna 57/11,False,48351362792,szyjakub@gmail.com
1457,Zbigniew,Balcerzak,M,81010303974,Wrocław,ul. Jarosława Dąbrowskiego 79/21,False,48369270936,balcerzak6@vp.pl
1458,Jerzy,Januchta,M,00311908277,Wrocław,ul. Różana 87/8,False,48741781874,januchta20006@gmail.com
1459,Uladzislau,Izdebski,M,70072006776,Wrocław,ul. Curie-Skłodowskiej 92,False,48942309908,uizdebski@wp.pl
1460,Tomasz,Skwierczyński,M,97010498431,Wrocław,ul. Główna 34/26,False,48284605955,skwierczy.@interia.pl
1461,Marko,Jaworski,M,94121933152,Wrocław,ul. Zacisze 38/46,False,48577195320,marjawors1994@gazeta.pl
1462,Ewa,Włoskowicz,K,92092660071,Wrocław,ul. Sielska 42/51,False,48365137133,e-wloskowicz92@o2.pl
1463,Mykhailo,Cherniuk,M,89062742934,Sulechów,ul. Opalowa 83,False,48632484654,mcherniuk1989@gmail.com
1464,Gabriela,Datko,K,84071186195,Wrocław,ul. Sulikowska 24/7,False,48943649325,datko849@gmail.com
1465,Nikola,Brzozowska,K,81071649411,Kraków,ul. Jana Brzechwy 84/2,False,48031187355,brzozowsk-nik1981@vp.pl
1466,Katarzyna,Moskal,K,94121213256,Wrocław,ul. Cicha 41/23,False,48667154802,m_katar1994@interia.pl
1467,Dariusz,Cieślak,M,00240947651,Świebodzin,ul. Gęstych Domów 97,False,48635418253,d.c2770@wp.pl
1468,Agnieszka,Rypianchyn,K,09260341399,Ozimek,ul. Cicha 29/44,False,48837001135,kc10bjjf6zw6c03@opayq.com
1469,Anzhela,Krochuk,K,84121810898,Legnica,ul. Bohaterów Armii Krajowej 74,False,48593161235,akrochuk@gmail.com
